Milliseconds,Pressure,Temperature,NH3,CO,NO2
1002502,101805.00,33.50,102,61,61
1002825,101805.00,33.50,102,61,61
1003149,101805.00,33.50,102,61,61
1003472,101801.00,33.50,102,61,61
1003796,101804.00,33.50,102,61,61
1004124,101805.00,33.50,102,61,61
1004449,101807.00,33.50,102,61,61
1004773,101806.00,33.50,102,61,61
1005096,101806.00,33.50,102,61,61
1005420,101807.00,33.50,102,61,61
1005744,101809.00,33.50,102,61,61
1006067,101809.00,33.50,102,61,61
1006391,101811.00,33.50,102,61,61
1006717,101813.00,33.50,102,61,61
1007040,101813.00,33.50,102,61,61
1007364,101809.00,33.50,102,61,61
1007687,101812.00,33.50,102,61,61
1008011,101810.00,33.50,102,61,61
1008334,101810.00,33.50,102,61,61
1008658,101810.00,33.50,102,61,61
1008982,101811.00,33.50,102,61,61
1009305,101813.00,33.50,102,61,61
1009629,101812.00,33.50,102,61,61
1009952,101814.00,33.50,102,61,61
1010275,101813.00,33.50,102,61,61
1010598,101812.00,33.50,102,61,61
1010922,101814.00,33.50,102,61,61
1011246,101811.00,33.50,102,61,61
1011572,101814.00,33.50,102,61,61
1011896,101812.00,33.50,102,61,61
1012218,101809.00,33.50,102,61,61
1012542,101810.00,33.50,102,61,61
1012866,101811.00,33.50,102,61,61
1013189,101812.00,33.50,102,61,61
1013513,101810.00,33.50,102,61,61
1013841,101811.00,33.50,101,61,61
1014166,101811.00,33.50,101,61,61
1014533,101809.00,33.50,101,61,61
1015139,101814.00,33.50,101,61,61
1015704,101818.00,33.50,101,61,61
1016172,101811.00,33.50,101,61,61
1016497,101814.00,33.50,101,61,61
1016822,101810.00,33.50,101,61,61
1017146,101809.00,33.50,101,61,61
1017469,101808.00,33.50,101,61,61
1017792,101813.00,33.50,101,61,61
1018116,101809.00,33.50,101,61,61
1018439,101815.00,33.50,101,61,61
1018763,101810.00,33.50,101,61,61
1019085,101814.00,33.50,101,61,61
1019409,101812.00,33.50,101,61,61
1019732,101809.00,33.50,101,61,61
1020056,101810.00,33.50,101,61,61
1020380,101809.00,33.50,101,61,61
1020702,101815.00,33.50,101,61,61
1021026,101811.00,33.50,101,61,61
1021349,101811.00,33.50,101,61,61
1021675,101809.00,33.50,101,61,61
1021999,101812.00,33.50,101,61,61
1022322,101814.00,33.50,101,61,61
1022645,101817.00,33.50,101,61,61
1022968,101814.00,33.50,101,61,61
1023292,101810.00,33.50,101,61,61
1023614,101808.00,33.50,101,61,61
1023938,101813.00,33.50,101,61,61
1024261,101814.00,33.50,101,61,61
1024584,101816.00,33.50,101,61,61
1024908,101815.00,33.50,101,61,61
1025230,101810.00,33.50,101,61,61
1025554,101819.00,33.50,101,61,61
1025884,101815.00,33.50,101,61,61
1026207,101815.00,33.50,101,61,61
1026533,101814.00,33.50,101,61,61
1026856,101811.00,33.50,101,61,61
1027180,101816.00,33.50,101,61,61
1027503,101818.00,33.50,101,61,61
1027826,101817.00,33.50,101,61,61
1028150,101815.00,33.50,101,61,61
1028472,101818.00,33.50,101,61,61
1028796,101819.00,33.50,101,61,61
1029120,101813.00,33.50,101,61,61
1029442,101815.00,33.50,101,61,61
1029766,101812.00,33.50,101,61,61
1030089,101815.00,33.50,101,61,61
1030412,101818.00,33.50,101,61,61
1030735,101811.00,33.50,101,61,61
1031061,101810.00,33.50,101,61,61
1031385,101817.00,33.50,101,61,61
1031708,101810.00,33.50,101,61,61
1032032,101811.00,33.50,101,61,61
1032354,101807.00,33.50,101,61,61
1032678,101812.00,33.50,101,61,61
1033001,101810.00,33.50,101,61,61
1033325,101809.00,33.50,101,61,61
1033649,101812.00,33.50,101,61,61
1033971,101806.00,33.50,101,61,61
1034295,101808.00,33.50,101,61,61
1034618,101812.00,33.50,101,61,61
1034942,101816.00,33.50,101,61,61
1035266,101809.00,33.50,101,61,61
1035588,101812.00,33.50,101,61,61
1035921,101812.00,33.50,101,61,61
1036244,101810.00,33.50,101,61,61
1036568,101810.00,33.50,101,61,61
1036892,101811.00,33.50,100,61,61
1037214,101810.00,33.50,100,61,61
1037538,101809.00,33.50,100,61,61
1037861,101810.00,33.50,100,61,61
1038185,101816.00,33.50,100,61,61
1038509,101806.00,33.50,100,61,61
1038831,101809.00,33.50,100,61,61
1039155,101807.00,33.50,100,61,61
1039478,101816.00,33.50,100,61,61
1039802,101808.00,33.50,100,61,61
1040124,101811.00,33.50,100,61,61
1040448,101806.00,33.50,100,61,61
1040770,101809.00,33.50,100,61,61
1041093,101806.00,33.50,100,61,61
1041417,101799.00,33.50,100,61,61
1041739,101804.00,33.50,100,61,61
1042063,101804.00,33.50,100,61,61
1042386,101802.00,33.50,100,61,61
1042710,101805.00,33.50,100,61,61
1043033,101802.00,33.50,100,61,61
1043356,101804.00,33.50,100,61,61
1043680,101802.00,33.50,100,61,61
1044003,101797.00,33.50,100,61,61
1044326,101799.00,33.50,100,61,61
1044649,101804.00,33.50,100,61,61
1044973,101801.00,33.50,100,61,61
1045299,101801.00,33.50,100,61,61
1045629,101797.00,33.50,100,61,61
1045953,101801.00,33.50,100,61,61
1046276,101800.00,33.50,100,61,61
1046599,101797.00,33.50,100,61,61
1046923,101801.00,33.50,100,61,61
1047246,101796.00,33.50,100,61,61
1047569,101799.00,33.50,100,61,61
1047892,101797.00,33.50,100,61,61
1048216,101803.00,33.50,100,61,61
1048540,101805.00,33.50,100,61,61
1048862,101804.00,33.50,100,61,61
1049186,101801.00,33.50,100,61,61
1049509,101801.00,33.50,100,61,61
1049833,101800.00,33.50,101,61,61
1050159,101800.00,33.50,101,61,61
1050482,101798.00,33.50,101,61,61
1050806,101797.00,33.50,101,61,61
1051129,101798.00,33.50,101,61,61
1051453,101795.00,33.50,101,61,61
1051776,101796.00,33.50,101,61,61
1052099,101803.00,33.50,101,61,61
1052423,101797.00,33.50,101,61,61
1052746,101804.00,33.50,101,61,61
1053070,101796.00,33.50,101,61,61
1053392,101798.00,33.50,101,61,61
1053716,101798.00,33.50,101,61,61
1054040,101800.00,33.50,101,61,61
1054363,101799.00,33.50,101,61,61
1054689,101801.00,33.50,101,61,61
1055012,101799.00,33.50,101,61,61
1055343,101800.00,33.50,101,61,61
1055667,101798.00,33.50,101,61,61
1055989,101800.00,33.50,101,61,61
1056313,101799.00,33.50,101,61,61
1056636,101792.00,33.50,101,61,61
1056960,101798.00,33.50,101,61,61
1057283,101797.00,33.50,101,61,61
1057606,101801.00,33.50,101,61,61
1057930,101798.00,33.50,101,61,61
1058253,101798.00,33.50,102,61,61
1058577,101795.00,33.50,102,61,61
1058899,101795.00,33.50,102,61,61
1059223,101795.00,33.50,102,61,61
1059550,101797.00,33.50,102,61,61
1059872,101800.00,33.50,102,61,61
1060196,101802.00,33.50,102,61,61
1060519,101805.00,33.50,102,61,61
1060842,101804.00,33.50,102,61,61
1061166,101805.00,33.50,102,61,61
1061489,101805.00,33.50,102,61,61
1061813,101804.00,33.50,102,61,61
1062135,101803.00,33.50,102,61,61
1062459,101805.00,33.50,102,61,61
1062782,101806.00,33.50,102,61,61
1063105,101810.00,33.50,102,61,61
1063429,101811.00,33.50,102,61,61
1063752,101826.00,33.50,102,61,61
1064076,101812.00,33.50,102,61,61
1064401,101811.00,33.50,102,61,61
1064725,101806.00,33.50,102,61,61
1065053,101810.00,33.50,102,61,61
1065377,101808.00,33.50,102,61,61
1065701,101809.00,33.50,102,61,61
1066024,101805.00,33.50,102,61,61
1066348,101807.00,33.50,102,61,61
1066671,101809.00,33.50,102,61,61
1066994,101808.00,33.50,102,61,61
1067318,101808.00,33.50,102,61,61
1067640,101808.00,33.50,102,61,61
1067964,101808.00,33.50,102,61,61
1068288,101806.00,33.50,102,61,61
1068611,101805.00,33.50,102,61,61
1068937,101808.00,33.50,102,61,61
1069260,101806.00,33.50,102,61,61
1069584,101808.00,33.50,102,61,61
1069907,101805.00,33.50,102,61,61
1070230,101803.00,33.50,102,61,61
1070554,101809.00,33.50,102,61,61
1070877,101806.00,33.50,102,61,61
1071201,101805.00,33.50,102,61,61
1071524,101800.00,33.50,102,61,61
1071848,101805.00,33.50,102,61,61
1072172,101805.00,33.50,102,61,61
1072494,101803.00,33.50,102,61,61
1072818,101803.00,33.50,102,61,61
1073141,101801.00,33.50,102,61,61
1073465,101805.00,33.50,102,61,61
1073792,101805.00,33.50,102,61,61
1074114,101807.00,33.50,102,61,61
1074438,101807.00,33.50,102,61,61
1074767,101808.00,33.50,102,61,61
1075092,101802.00,33.50,102,61,61
1075415,101805.00,33.50,102,61,61
1075738,101807.00,33.50,102,61,61
1076062,101806.00,33.50,102,61,61
1076385,102104.00,33.50,102,61,61
1076709,102679.00,33.50,102,61,61
1077031,102059.00,33.50,102,61,61
1077355,101764.00,33.50,102,61,61
1077679,101818.00,33.50,102,61,61
1078002,101764.00,33.50,102,61,61
1078326,101920.00,33.50,102,61,61
1078651,101838.00,33.50,102,61,61
1078975,101734.00,33.50,102,61,61
1079299,101781.00,33.50,102,61,61
1079621,102000.00,33.50,102,61,61
1079945,101863.00,33.50,102,61,61
1080268,101689.00,33.50,102,61,61
1080592,101752.00,33.50,102,61,61
1080914,101780.00,33.50,102,61,61
1081238,101793.00,33.50,101,61,61
1081562,101798.00,33.50,101,61,61
1081885,101802.00,33.50,101,61,61
1082208,101802.00,33.50,101,61,61
1082531,101809.00,33.50,101,61,61
1082855,101804.00,33.50,101,61,61
1083181,101807.00,33.50,101,61,61
1083504,101806.00,33.50,101,61,61
1083828,101808.00,33.50,101,61,61
1084151,101806.00,33.50,101,61,61
1084480,101803.00,33.50,101,61,61
1084805,101802.00,33.50,101,61,61
1085128,101807.00,33.50,101,61,61
1085452,101808.00,33.50,101,61,61
1085774,101809.00,33.50,101,61,61
1086098,101807.00,33.50,101,61,61
1086422,101803.00,33.50,101,61,61
1086745,101808.00,33.50,101,61,61
1087068,101803.00,33.50,101,61,61
1087391,101805.00,33.50,101,61,61
1087715,101809.00,33.50,101,61,61
1088040,101808.00,33.50,101,61,61
1088364,101806.00,33.50,101,61,61
1088688,101806.00,33.50,101,61,61
1089011,101800.00,33.50,101,61,61
1089335,101810.00,33.50,101,61,61
1089657,101809.00,33.50,101,61,61
1089981,101810.00,33.50,101,61,61
1090305,101807.00,33.50,101,61,61
1090628,101810.00,33.50,101,61,61
1090951,101811.00,33.50,101,61,61
1091274,101805.00,33.50,101,61,61
1091598,101807.00,33.50,101,61,61
1091921,101806.00,33.50,101,61,61
1092245,101807.00,33.50,101,61,61
1092571,101808.00,33.50,101,61,61
1092894,101808.00,33.50,101,61,61
1093218,101808.00,33.50,101,61,61
1093540,101800.00,33.50,101,61,61
1093864,101804.00,33.50,101,61,61
1094193,101806.00,33.50,101,61,61
1094517,101810.00,33.50,101,61,61
1094841,101809.00,33.50,101,61,61
1095164,101808.00,33.50,101,61,61
1095487,101806.00,33.50,101,61,61
1095811,101807.00,33.50,101,61,61
1096134,101805.00,33.50,101,61,61
1096458,101807.00,33.50,101,61,61
1096781,101805.00,33.50,101,61,61
1097105,101806.00,33.50,101,61,61
1097431,101810.00,33.50,101,61,61
1097754,101802.00,33.50,101,61,61
1098077,101802.00,33.50,101,61,61
1098400,101805.00,33.50,101,61,61
1098724,101806.00,33.50,101,61,61
1099046,101808.00,33.50,101,61,61
1099370,101807.00,33.50,101,61,61
1099694,101808.00,33.50,101,61,61
1100016,101811.00,33.50,101,61,61
1100340,101808.00,33.50,101,61,61
1100663,101812.00,33.50,101,61,61
1100986,101812.00,33.50,101,61,61
1101309,101809.00,33.50,101,61,61
1101633,101808.00,33.50,101,61,61
1101957,101809.00,33.50,101,61,61
1102282,101807.00,33.50,101,61,61
1102606,101811.00,33.50,101,61,61
1102928,101810.00,33.50,101,61,61
1103252,101806.00,33.50,101,61,61
1103576,101809.00,33.50,101,61,61
1103898,101803.00,33.50,101,61,61
1104229,101812.00,33.50,101,61,61
1104551,101806.00,33.50,101,61,61
1104875,101809.00,33.50,101,61,61
1105199,101800.00,33.50,101,61,61
1105521,101804.00,33.50,101,61,61
1105845,101806.00,33.50,101,61,61
1106168,101801.00,33.50,101,61,61
1106491,101806.00,33.50,101,61,61
1106818,101809.00,33.50,101,61,61
1107141,101808.00,33.50,101,61,61
1107465,101801.00,33.50,101,61,61
1107787,101807.00,33.50,101,61,61
1108111,101809.00,33.50,101,61,61
1108434,101809.00,33.50,101,61,61
1108758,101804.00,33.50,101,61,61
1109082,101805.00,33.50,101,61,61
1109404,101805.00,33.50,101,61,61
1109728,101803.00,33.50,101,61,61
1110051,101810.00,33.50,101,61,61
1110375,101804.00,33.50,101,61,61
1110699,101806.00,33.50,101,61,61
1111021,101805.00,33.50,101,61,61
1111345,101803.00,33.50,101,61,61
1111671,101805.00,33.50,101,61,61
1111995,101804.00,33.50,101,61,61
1112318,101804.00,33.50,101,61,61
1112641,101807.00,33.50,101,61,61
1112965,101807.00,33.50,101,61,61
1113288,101805.00,33.50,101,61,61
1113612,101807.00,33.50,101,61,61
1113942,101804.00,33.50,101,61,61
1114265,101808.00,33.50,101,61,61
1114589,101809.00,33.50,101,61,61
1114912,101803.00,33.50,101,61,61
1115236,101809.00,33.50,101,61,61
1115558,101808.00,33.50,101,61,61
1115882,101806.00,33.50,101,61,61
1116206,101809.00,33.50,101,61,61
1116531,101812.00,33.50,101,61,61
1116855,101808.00,33.50,101,61,61
1117178,101810.00,33.50,101,61,61
1117502,101806.00,33.50,101,61,61
1117825,101808.00,33.50,101,61,61
1118148,101806.00,33.50,101,61,61
1118472,101805.00,33.50,101,61,61
1118795,101804.00,33.50,101,61,61
1119118,101808.00,33.50,101,61,61
1119441,101809.00,33.50,101,61,61
1119765,101808.00,33.50,101,61,61
1120089,101802.00,33.50,101,61,61
1120412,101809.00,33.50,101,61,61
1120735,101809.00,33.50,101,61,61
1121061,101808.00,33.50,101,61,61
1121385,101806.00,33.50,101,61,61
1121708,101809.00,33.50,101,61,61
1122031,101809.00,33.50,101,61,61
1122355,101811.00,33.50,101,61,61
1122678,101807.00,33.50,101,61,61
1123001,101811.00,33.50,101,61,61
1123324,101808.00,33.50,101,61,61
1123655,101811.00,33.50,101,61,61
1123978,101808.00,33.50,101,61,61
1124301,101808.00,33.50,101,61,61
1124625,101807.00,33.50,101,61,61
1124948,101809.00,33.50,101,61,61
1125271,101806.00,33.50,101,61,61
1125595,101809.00,33.50,101,61,61
1125921,101803.00,33.50,101,61,61
1126245,101807.00,33.50,101,61,61
1126567,101804.00,33.50,101,61,61
1126891,101801.00,33.50,101,61,61
1127215,101802.00,33.50,101,61,61
1127538,101809.00,33.50,101,61,61
1127861,101805.00,33.50,101,61,61
1128184,101808.00,33.50,101,61,61
1128508,101805.00,33.50,101,61,61
1128832,101805.00,33.50,101,61,61
1129155,101806.00,33.50,101,61,61
1129478,101804.00,33.50,101,61,61
1129801,101808.00,33.50,101,61,61
1130125,101805.00,33.50,101,61,61
1130451,101807.00,33.50,101,61,61
1130774,101807.00,33.50,101,61,61
1131098,101808.00,33.50,101,61,61
1131421,101809.00,33.50,101,61,61
1131745,101811.00,33.50,101,61,61
1132067,101808.00,33.50,101,61,61
1132391,101808.00,33.50,101,61,61
1132715,101807.00,33.50,101,61,61
1133038,101808.00,33.50,101,61,61
1133368,101809.00,33.50,101,61,61
1133691,101788.00,33.50,101,61,61
1134015,101785.00,33.50,101,61,61
1134339,101802.00,33.50,101,61,61
1134661,101805.00,33.50,101,61,61
1134985,101803.00,33.50,101,61,61
1135311,101813.00,33.50,101,61,61
1135634,101809.00,33.50,101,61,61
1135958,101807.00,33.50,101,61,61
1136281,101807.00,33.50,101,61,61
1136604,101808.00,33.50,101,61,61
1136927,101809.00,33.50,101,61,61
1137251,101806.00,33.50,101,61,61
1137573,101807.00,33.50,101,61,61
1137897,101809.00,33.50,101,61,61
1138221,101807.00,33.50,101,61,61
1138543,101809.00,33.50,101,61,61
1138867,101809.00,33.50,101,61,61
1139190,101814.00,33.60,101,61,61
1139513,101811.00,33.50,101,61,61
1139836,101811.00,33.50,101,61,61
1140162,101811.00,33.50,101,61,61
1140486,101810.00,33.60,101,61,61
1140809,101793.00,33.50,101,61,61
1141132,101803.00,33.50,101,61,61
1141455,101808.00,33.50,101,61,61
1141779,101806.00,33.50,101,61,61
1142102,101805.00,33.50,101,61,61
1142425,101806.00,33.50,101,61,61
1142748,101809.00,33.50,101,61,61
1143076,101808.00,33.60,101,61,61
1143401,101803.00,33.50,101,61,61
1143725,101809.00,33.60,101,61,61
1144048,101813.00,33.60,101,61,61
1144371,101809.00,33.50,101,61,61
1144697,101810.00,33.50,101,61,61
1145021,101811.00,33.50,101,61,61
1145344,101807.00,33.50,101,61,61
1145667,101810.00,33.60,101,61,61
1145991,101811.00,33.60,101,61,61
1146314,101806.00,33.50,101,61,61
1146637,101806.00,33.50,101,61,61
1146960,101814.00,33.60,101,61,61
1147284,101810.00,33.60,101,61,61
1147608,101814.00,33.60,101,61,61
1147931,101809.00,33.60,101,61,61
1148254,101810.00,33.60,101,61,61
1148577,101812.00,33.60,101,61,61
1148901,101806.00,33.50,101,61,61
1149224,101809.00,33.60,101,61,61
1149550,101811.00,33.60,101,61,61
1149874,101810.00,33.60,101,61,61
1150197,101811.00,33.60,101,61,61
1150520,101811.00,33.60,101,61,61
1150843,101809.00,33.60,101,61,61
1151167,101809.00,33.60,101,61,61
1151491,101812.00,33.60,101,61,61
1151814,101806.00,33.50,101,61,61
1152137,101808.00,33.60,101,61,61
1152460,101812.00,33.60,101,61,61
1152789,101808.00,33.60,101,61,61
1153114,101806.00,33.60,101,61,61
1153437,101809.00,33.50,101,61,61
1153760,101811.00,33.60,101,61,61
1154083,101806.00,33.60,101,61,61
1154410,101809.00,33.60,101,61,61
1154733,101807.00,33.60,101,61,61
1155056,101805.00,33.60,101,61,61
1155380,101810.00,33.60,101,61,61
1155703,101811.00,33.60,101,61,61
1156026,101812.00,33.60,101,61,61
1156349,101808.00,33.50,101,61,61
1156673,101813.00,33.60,101,61,61
1156997,101815.00,33.60,101,61,61
1157320,101813.00,33.60,101,61,61
1157643,101812.00,33.60,101,61,61
1157966,101812.00,33.60,101,61,61
1158290,101808.00,33.60,101,61,61
1158614,101809.00,33.60,101,61,61
1158939,101809.00,33.60,101,61,61
1159263,101812.00,33.60,101,61,61
1159586,101812.00,33.60,101,61,61
1159909,101809.00,33.60,101,61,61
1160232,101814.00,33.60,101,61,61
1160556,101811.00,33.60,101,61,61
1160880,101812.00,33.60,101,61,61
1161202,101813.00,33.60,101,61,61
1161526,101812.00,33.60,101,61,61
1161849,101809.00,33.60,101,61,61
1162173,101811.00,33.60,101,61,61
1162502,101812.00,33.60,101,61,61
1162826,101811.00,33.60,101,61,61
1163150,101810.00,33.60,101,61,61
1163473,101811.00,33.60,101,61,61
1163799,101807.00,33.60,101,61,61
1164123,101809.00,33.60,101,61,61
1164446,101812.00,33.60,101,61,61
1164769,101812.00,33.60,101,61,61
1165092,101812.00,33.60,101,61,61
1165416,101811.00,33.60,101,61,61
1165740,101809.00,33.60,101,61,61
1166063,101814.00,33.60,101,61,61
1166386,101808.00,33.60,101,61,61
1166709,101811.00,33.60,101,61,61
1167033,101813.00,33.60,101,61,61
1167356,101811.00,33.60,101,61,61
1167679,101809.00,33.60,101,61,61
1168003,101811.00,33.60,101,61,61
1168329,101812.00,33.60,101,61,61
1168653,101810.00,33.60,101,61,61
1168975,101808.00,33.60,101,61,61
1169299,101808.00,33.60,101,61,61
1169623,101808.00,33.60,101,61,61
1169946,101807.00,33.60,101,61,61
1170269,101811.00,33.60,101,61,61
1170592,101809.00,33.60,101,61,61
1170916,101807.00,33.60,101,61,61
1171239,101811.00,33.60,101,61,61
1171563,101808.00,33.60,101,61,61
1171886,101805.00,33.60,101,61,61
1172215,101806.00,33.60,101,61,61
1172540,101808.00,33.60,100,61,61
1172864,101808.00,33.60,100,61,61
1173189,101805.00,33.60,101,61,61
1173513,101806.00,33.60,101,61,61
1173835,101808.00,33.60,101,61,61
1174159,101808.00,33.60,100,61,61
1174482,101805.00,33.60,101,61,61
1174805,101806.00,33.60,101,61,61
1175129,101809.00,33.60,100,61,61
1175452,101805.00,33.60,101,61,61
1175775,101808.00,33.60,100,61,61
1176098,101809.00,33.60,101,61,61
1176422,101806.00,33.60,100,61,61
1176744,101809.00,33.60,100,61,61
1177068,101809.00,33.60,100,61,61
1177392,101807.00,33.60,100,61,61
1177714,101803.00,33.60,100,61,61
1178041,101804.00,33.60,100,61,61
1178363,101807.00,33.60,100,61,61
1178687,101806.00,33.60,100,61,61
1179011,101806.00,33.60,100,61,61
1179333,101810.00,33.60,100,61,61
1179657,101804.00,33.60,100,61,61
1179980,101805.00,33.60,100,61,61
1180303,101804.00,33.60,100,61,61
1180626,101803.00,33.60,100,61,61
1180950,101805.00,33.60,100,61,61
1181273,101809.00,33.60,101,61,61
1181596,101808.00,33.60,100,61,61
1181920,101809.00,33.60,100,61,61
1182249,101803.00,33.60,100,61,61
1182575,101806.00,33.60,100,61,61
1182899,101806.00,33.60,100,61,61
1183222,101805.00,33.60,100,61,61
1183546,101806.00,33.60,100,61,61
1183869,101805.00,33.60,100,61,61
1184192,101807.00,33.60,100,61,61
1184516,101806.00,33.60,100,61,61
1184839,101808.00,33.60,100,61,61
1185163,101811.00,33.60,100,61,61
1185485,101806.00,33.60,100,61,61
1185809,101808.00,33.60,100,61,61
1186132,101811.00,33.60,100,61,61
1186456,101811.00,33.60,100,61,61
1186780,101804.00,33.60,100,61,61
1187102,101804.00,33.60,100,61,61
1187429,101808.00,33.60,100,61,61
1187752,101805.00,33.60,100,61,61
1188075,101805.00,33.60,100,61,61
1188399,101807.00,33.60,100,61,61
1188722,101802.00,33.60,100,61,61
1189046,101803.00,33.60,100,61,61
1189369,101808.00,33.60,100,61,61
1189692,101803.00,33.60,100,61,61
1190016,101808.00,33.60,100,61,61
1190339,101805.00,33.60,100,61,61
1190663,101806.00,33.60,100,61,61
1190985,101803.00,33.60,100,61,61
1191309,101807.00,33.60,100,61,61
1191632,101810.00,33.60,100,61,61
1191962,101803.00,33.60,100,61,61
1192289,101808.00,33.60,100,61,61
1192612,101805.00,33.60,100,61,61
1192935,101805.00,33.60,100,61,61
1193259,101806.00,33.60,100,61,61
1193582,101806.00,33.60,100,61,61
1193906,101809.00,33.60,100,61,61
1194229,101811.00,33.60,100,61,61
1194552,101807.00,33.60,100,61,61
1194875,101810.00,33.60,100,61,61
1195199,101806.00,33.60,100,61,61
1195523,101812.00,33.60,100,61,61
1195845,101808.00,33.60,100,61,61
1196169,101810.00,33.60,100,61,61
1196492,101807.00,33.60,100,61,61
1196818,101806.00,33.60,100,61,61
1197142,101809.00,33.60,100,61,61
1197465,101813.00,33.60,100,61,61
1197789,101805.00,33.60,100,61,61
1198111,101811.00,33.60,100,61,61
1198435,101807.00,33.60,100,61,61
1198758,101807.00,33.60,100,61,61
1199082,101806.00,33.60,100,61,61
1199406,101802.00,33.60,100,61,61
1199728,101804.00,33.60,100,61,61
1200052,101804.00,33.60,100,61,61
1200375,101802.00,33.60,100,61,61
1200699,101808.00,33.60,100,61,61
1201021,101807.00,33.60,100,61,61
1201345,101807.00,33.60,100,61,61
1201708,101808.00,33.60,100,61,61
1202031,101805.00,33.60,100,61,61
1202355,101809.00,33.60,100,61,61
1202677,101808.00,33.60,100,61,61
1203001,101807.00,33.60,100,61,61
1203324,101804.00,33.60,100,61,61
1203648,101812.00,33.60,100,61,61
1203971,101807.00,33.60,100,61,61
1204294,101801.00,33.60,100,61,61
1204618,101811.00,33.60,100,61,61
1204941,101804.00,33.60,100,61,61
1205265,101808.00,33.60,100,61,61
1205587,101808.00,33.60,100,61,61
1205911,101806.00,33.60,100,61,61
1206235,101808.00,33.60,100,61,61
1206556,101814.00,33.60,100,61,61
1206879,101812.00,33.60,100,61,61
1207202,101810.00,33.60,100,61,61
1207526,101814.00,33.60,100,61,61
1207849,101814.00,33.60,100,61,61
1208173,101808.00,33.60,100,61,61
1208496,101810.00,33.60,100,61,61
1208819,101809.00,33.60,100,61,61
1209143,101809.00,33.60,100,61,61
1209466,101808.00,33.60,100,61,61
1209789,101811.00,33.60,100,61,61
1210113,101808.00,33.60,100,61,61
1210436,101808.00,33.60,100,61,61
1210760,101807.00,33.60,100,61,61
1211085,101807.00,33.60,100,61,61
1211415,101809.00,33.60,100,61,61
1211739,101809.00,33.60,100,61,61
1212062,101807.00,33.60,100,61,61
1212385,101807.00,33.60,100,61,61
1212708,101806.00,33.60,100,61,61
1213032,101808.00,33.60,100,61,61
1213355,101807.00,33.60,100,61,61
1213678,101810.00,33.60,100,61,61
1214002,101808.00,33.60,100,61,61
1214324,101810.00,33.60,100,61,61
1214648,101804.00,33.60,100,61,61
1214971,101810.00,33.60,100,61,61
1215294,101808.00,33.60,100,61,61
1215618,101807.00,33.60,100,61,61
1215951,101808.00,33.60,100,61,61
1216274,101808.00,33.60,100,61,61
1216598,101806.00,33.60,100,61,61
1216921,101806.00,33.60,100,61,61
1217244,101808.00,33.60,100,61,61
1217567,101807.00,33.60,100,61,61
1217891,101806.00,33.60,100,61,61
1218213,101806.00,33.60,100,61,61
1218537,101806.00,33.60,100,61,61
1218861,101807.00,33.60,100,61,61
1219183,101808.00,33.60,100,61,61
1219507,101809.00,33.60,100,61,61
1219830,101809.00,33.60,100,61,61
1220153,101807.00,33.60,100,61,61
1220480,101808.00,33.60,100,61,61
1220809,101810.00,33.60,100,61,61
1221133,101806.00,33.60,100,61,61
1221456,101805.00,33.60,100,61,61
1221780,101808.00,33.60,100,61,61
1222103,101804.00,33.60,100,61,61
1222426,101806.00,33.60,100,61,61
1222750,101807.00,33.60,100,61,61
1223073,101809.00,33.60,100,61,61
1223397,101807.00,33.60,100,61,61
1223719,101807.00,33.60,100,61,61
1224043,101806.00,33.60,100,61,61
1224367,101807.00,33.60,100,61,61
1224690,101805.00,33.60,100,61,61
1225014,101808.00,33.60,100,61,61
1225339,101806.00,33.60,100,61,61
1225663,101807.00,33.60,100,61,61
1225987,101805.00,33.60,100,61,61
1226309,101810.00,33.60,100,61,61
1226633,101808.00,33.60,100,61,61
1226956,101804.00,33.60,100,61,61
1227280,101804.00,33.60,100,61,61
1227603,101801.00,33.60,100,61,61
1227926,101801.00,33.60,100,61,61
1228250,101804.00,33.60,100,61,61
1228573,101803.00,33.60,100,61,61
1228897,101803.00,33.60,100,61,61
1229220,101802.00,33.60,100,61,61
1229543,101801.00,33.60,100,61,61
1229867,101804.00,33.60,100,61,61
1230193,101801.00,33.60,100,61,61
1230523,101806.00,33.60,100,61,61
1230846,101807.00,33.60,100,61,61
1231170,101801.00,33.60,100,61,61
1231493,101802.00,33.60,100,61,61
1231816,101804.00,33.60,100,61,61
1232140,101808.00,33.60,100,61,61
1232463,101802.00,33.60,100,61,61
1232786,101807.00,33.60,100,61,61
1233110,101804.00,33.60,100,61,61
1233433,101806.00,33.60,100,61,61
1233757,101803.00,33.60,100,61,61
1234080,101806.00,33.60,100,61,61
1234403,101807.00,33.60,100,61,61
1234729,101801.00,33.60,100,61,61
1235053,101805.00,33.60,100,61,61
1235376,101805.00,33.60,100,61,61
1235699,101804.00,33.60,100,61,61
1236023,101805.00,33.60,100,61,61
1236346,101807.00,33.60,100,61,61
1236670,101807.00,33.60,100,61,61
1236993,101807.00,33.60,100,61,61
1237316,101807.00,33.60,100,61,61
1237640,101805.00,33.60,100,61,61
1237963,101804.00,33.60,100,61,61
1238286,101804.00,33.60,100,61,61
1238609,101804.00,33.60,100,61,61
1238933,101806.00,33.60,100,61,61
1239257,101804.00,33.60,100,61,61
1239582,101804.00,33.60,100,61,61
1239906,101806.00,33.60,100,61,61
1240236,101801.00,33.60,100,61,61
1240559,101802.00,33.60,100,61,61
1240883,101804.00,33.60,100,61,61
